pH,MO,fosforo,azufre,calcio,magnesio,potasio,CIC,CE,anios_est,IPS
5.38,1.07,55.25,3.15,2.08,0.73,0.1,3.19,0.2,0.5,53
6.51,1.855,80.21,6.908,6.827,1.294,0.397,8.619,0.312,0.5,75
4.98,10.98,4.29,5.16,3.28,0.77,0.22,5.88,0.21,0.5,58
5.62,4.618,171.2,10.6,7.688,1.445,1.716,11.96,0.936,0.5,83
6.52,2.21,6.653,1.24,19.64,8.02,0.74,28.65,0.142,7.5,81
6.2,1.26,12.72,9.758,4.739,1.211,0.146,6.255,0.12,0.5,64
4.34,3.139,5.565,6.081,1.191,0.852,0.136,5.563,0.285,0.5,40
5.89,1.4,14.83,9.04,5.33,1.93,0.11,7.42,0.31,0.5,64
5.16,2.405,2.007,7.049,0.804,0.205,0.045,2.306,0.195,0.5,42
5.56,6.94,43.05,24.24,3.66,0.48,0.7,4.98,0.39,0.5,74
7.35,3.704,70.75,4.195,33.86,1.402,0.144,35.54,0.627,0.5,75
6.14,2.217,25.52,2.844,10.84,5.088,0.412,16.47,0.762,0.5,83
5.6,4.387,30.96,5.373,4.473,1.055,0.392,6.068,0.218,15.0,77
6.06,6.406,16.87,13.85,3.296,0.633,0.177,4.409,0.623,0.5,62
5.45,3.201,2.271,8.712,8.087,5.982,0.134,14.24,0.164,15.0,69
4.98,6.569,22.04,4.808,3.68,0.982,0.301,6.489,0.209,0.5,64
4.79,3.147,2.083,4.531,1.647,0.801,0.131,4.211,0.118,3.0,41
6.46,2.34,12.53,4.71,15.61,7.66,0.45,23.82,0.1,3.0,82
7.05,4.024,593.1,17.48,10.37,2.898,2.112,15.49,0.681,3.0,86
5.88,2.95,4.91,3.56,9.03,2.82,0.43,12.36,0.27,0.5,76
4.43,1.78,3.61,6.202,1.67,0.23,0.27,5.02,0.223,0.5,29
6.86,2.67,3.11,4.12,15.69,9.05,0.62,25.56,0.17,0.5,81
5.39,2.191,4.936,3.175,6.101,9.11,0.292,16.37,0.258,0.5,69
8.1,1.857,29.34,11.69,8.124,1.85,0.444,10.49,0.292,0.5,64
4.81,1.81,4.38,2.83,1.21,0.18,0.045,3.45,0.21,0.5,37
4.73,1.74,4.54,9.14,1.06,0.65,0.15,7.34,0.16,7.5,41
4.96,3.012,1.935,5.097,1.188,0.326,0.141,4.652,0.114,0.5,41
6.9,2.17,418.2,14.81,10.29,1.34,0.77,12.48,0.42,15.0,83
6.18,16.32,46.46,11.33,5.357,2.179,0.772,8.738,0.482,0.5,91
8.25,3.451,53.1,11.25,30.96,2.63,1.076,34.9,0.908,0.5,76
6.38,2.627,6.463,6.673,18.53,2.827,0.672,22.1,0.368,0.5,81
5.37,3.955,14.25,4.706,9.967,1.479,0.327,12.72,0.209,0.5,75
6.13,2.089,2.933,4.385,12.09,14.84,0.285,28.54,0.331,0.5,76
5.62,2.68,6.988,5.323,2.988,0.709,0.045,3.817,0.103,0.5,50
5.18,22.45,13.3,3.965,1.012,0.395,0.305,5.063,0.231,3.0,66
5.37,6.736,20.16,6.2,3.226,1.192,0.64,5.247,0.253,15.0,75
6.22,1.67,13.44,7.86,8.47,4.13,0.36,13.08,0.14,0.5,79
5.61,1.649,12.9,6.029,7.076,0.39,0.045,7.627,0.12,0.5,60
4.56,3.98,3.15,14.45,4.96,0.67,0.19,9.44,0.41,3.0,54
4.29,7.199,237.4,64.3,5.517,0.789,1.098,10.02,4.505,3.0,62
5.26,1.88,125.47,5.63,0.73,0.2,0.045,2.83,0.08,0.5,50
5.67,6.79,33.83,11.71,8.03,1.32,1.27,10.64,0.27,0.5,89
4.89,1.28,2.74,4.13,3.61,1.38,0.11,11.2,0.16,7.5,52
7.24,0.81,1.935,8.79,1.92,0.91,0.045,3.44,0.25,0.5,42
5.08,2.48,5.77,6.202,2.5,0.88,0.17,4.62,0.223,0.5,38
5.31,13.29,14.22,7.875,5.912,1.279,0.523,8.444,0.514,0.5,76
4.66,1.51,1.935,27.03,0.295,0.1,0.045,2.6,0.09,3.0,37
4.7,5.394,11.61,12.67,0.25,0.265,0.102,5.117,0.19,0.5,52
6.0,7.38,9.25,3.47,4.73,1.77,1.02,7.6,0.2,0.5,77
4.4,1.52,1.31,7.47,0.35,0.15,0.1,5.57,0.12,0.5,36
5.37,1.6,1.935,1.54,0.295,0.1,0.045,1.02,0.05,0.5,42
5.92,7.46,91.05,7.29,5.99,0.65,0.16,6.86,0.23,0.5,76
7.55,1.08,21.62,1.77,13.42,12.51,0.26,26.54,0.27,0.5,72
5.82,1.87,16.62,12.47,5.87,1.86,0.4,8.21,0.22,15.0,70
9.98,0.66,8.48,13.35,11.5,2.72,0.24,20.28,1.8,0.5,56
5.64,1.46,1.935,0.82,2.49,1.5,0.24,4.31,0.09,15.0,57
6.26,1.02,8.403,3.04,8.48,10.56,0.19,19.52,0.1,0.5,74
5.31,18.54,32.95,14.5,2.315,0.647,0.96,5.715,0.306,0.5,74
7.81,2.24,5.62,5.65,14.22,9.66,0.2,24.43,0.24,0.5,66
5.77,15.69,10.41,7.576,12.17,1.404,0.189,13.84,0.405,0.5,84
4.73,2.428,10.84,12.16,0.984,0.364,0.264,4.356,0.195,0.5,43
6.0,1.577,1.869,4.278,9.402,2.08,0.045,11.91,0.242,0.5,70
5.46,7.636,303.8,5.1,5.929,0.751,0.273,7.33,0.401,7.5,71
6.56,5.901,23.4,16.01,13.96,2.614,0.674,17.35,0.429,0.5,95
8.3,1.16,33.58,159.09,37.45,7.36,0.48,51.91,11.12,0.5,62
4.42,2.72,38.93,5.49,4.18,0.95,0.19,8.86,1.34,0.5,46
6.33,2.3,6.81,3.71,5.5,2.64,1.17,9.33,0.15,3.0,72
5.32,4.679,5.352,12.91,3.563,3.81,0.46,9.391,0.118,3.0,66
5.55,5.087,186.1,23.39,9.172,0.887,0.957,11.16,0.616,0.5,85
5.13,1.675,1.935,3.41,1.51,0.411,0.09,2.69,0.163,0.5,42
5.29,15.84,17.17,75.67,6.177,0.606,0.444,7.604,1.944,0.5,67
5.31,2.405,3.255,2.407,0.67,0.407,0.349,2.182,0.124,0.5,48
5.44,2.488,1.935,1.605,5.55,1.728,0.113,7.72,0.193,0.5,56
4.96,3.368,3.661,8.791,3.33,2.735,0.132,9.042,0.22,0.5,55
6.39,1.657,36.14,6.388,4.343,0.873,0.256,5.592,0.527,0.5,64
5.19,4.1,7.71,21.94,6.19,0.98,0.3,8.17,0.29,3.0,59
4.62,1.732,7.597,9.577,1.135,0.572,0.152,3.276,0.117,0.5,40
5.78,1.07,8.403,8.35,5.42,8.76,0.63,15.08,0.1,0.5,77
5.9,6.21,7.26,3.23,2.53,0.51,0.15,3.28,0.08,0.5,58
5.25,7.78,181.65,20.21,6.39,1.02,0.66,8.9,0.48,0.5,80
6.77,3.357,30.94,23.91,15.42,4.98,0.828,21.57,0.892,0.5,89
7.2,1.33,1.935,3.82,15.89,6.98,0.33,23.42,0.32,0.5,74
6.89,3.64,62.18,3.23,14.09,2.05,0.48,16.67,0.29,0.5,91
5.34,7.067,29.77,3.17,2.108,0.675,0.315,4.767,0.201,0.5,65
5.6,15.02,3.913,5.314,3.798,1.024,0.656,5.937,0.372,7.5,77
5.05,1.755,0.862,2.418,0.18,0.051,0.045,0.739,0.037,0.5,42
5.02,3.9,33.57,9.27,1.84,0.95,0.55,5.16,0.2,0.5,64
7.48,2.83,81.93,10.54,11.35,1.49,0.17,13.17,0.29,0.5,73
5.36,8.106,2.502,9.317,4.642,2.22,0.278,7.748,0.148,0.5,70
5.37,1.437,20.34,12.28,2.22,1.313,0.258,4.412,0.212,0.5,58
5.2,8.77,18.83,12.19,1.937,0.465,0.68,4.039,0.343,0.5,61
4.8,2.07,27.48,16.58,1.02,0.03,0.045,1.64,0.67,0.5,41
6.88,2.77,11.17,9.76,23.1,2.81,0.42,26.41,0.86,0.5,80
5.35,0.925,22.52,2.795,0.522,0.195,0.045,1.486,0.104,0.5,48
5.08,2.74,19.58,4.52,1.94,0.6,0.46,3.98,0.27,0.5,51
5.16,1.22,8.73,2.46,2.75,1.77,0.19,6.72,0.1,3.0,56
5.15,3.012,8.376,17.55,1.594,0.517,0.297,3.613,0.208,0.5,49
5.88,0.79,1.935,3.25,0.56,0.35,0.13,1.59,0.08,0.5,47
4.62,3.508,26.59,5.787,1.889,0.336,0.229,5.676,0.182,3.0,54
4.94,13.62,10.28,33.2,2.59,0.5,0.16,4.95,0.58,0.5,55
4.57,2.259,2.004,4.006,0.551,0.351,0.045,3.948,0.224,0.5,37
4.53,2.265,1.935,3.628,0.25,0.1,0.045,2.936,0.159,0.5,37
6.04,1.67,24.12,6.202,9.14,4.85,0.26,14.54,0.223,0.5,69
5.12,5.05,4.95,16.66,3.71,1.04,0.27,6.23,0.15,3.0,64
6.15,2.24,1.935,2.95,23.26,9.28,0.46,33.17,0.18,0.5,79
5.059,1.127,3.415,0.761,1.934,0.34,0.136,4.659,0.143,0.5,42
6.39,2.71,19.41,9.98,6.35,1.61,0.15,8.21,0.18,0.5,64
6.76,1.371,7.64,3.616,13.69,7.583,0.266,21.58,0.107,0.5,76
5.74,0.19,0.645,5.53,2.02,0.58,0.045,2.71,0.1,0.5,50
6.4,1.07,7.95,4.61,17.53,6.1,0.56,24.46,0.23,0.5,81
5.4,7.779,10.51,4.454,3.434,1.197,0.318,6.387,0.097,0.5,70
7.45,1.982,240.5,2.883,7.338,1.788,0.604,9.748,0.308,15.0,72
7.21,1.326,7.407,3.886,21.47,5.822,0.406,27.81,0.119,15.0,74
5.08,5.59,1.98,12.36,1.38,0.41,0.43,6.69,0.13,0.5,60
7.27,6.9,5.22,6.73,12.66,7.17,0.73,20.77,0.16,0.5,84
5.16,2.79,0.645,1.37,5.26,1.82,0.18,9.79,0.2,0.5,59
5.41,1.21,1.39,1.51,1.45,1.06,0.13,6.54,0.08,0.5,50
5.58,2.642,6.372,0.609,3.426,1.519,0.116,5.163,0.225,0.5,58
7.58,5.26,6.985,5.71,18.6,0.822,0.329,19.79,0.628,0.5,68
4.87,6.749,96.65,4.362,5.664,1.699,1.212,10.69,0.659,0.5,77
8.09,0.7,9.37,6.37,18.66,12.34,0.25,31.56,0.6,0.5,59
6.08,1.41,4.03,8.93,1.23,0.24,1.08,2.71,0.35,0.5,55
5.04,1.33,1.935,0.33,4.04,0.51,0.16,17.96,0.08,0.5,62
4.4,10.45,14.2,9.62,0.295,0.31,0.2,3.96,0.41,0.5,49
7.31,0.561,152.1,7.526,15.72,6.107,0.476,22.49,0.434,15.0,82
5.1,2.48,2.21,2.01,1.04,0.46,0.1,3.79,0.08,15.0,42
6.25,4.98,27.26,5.1,6.64,2.46,0.33,9.5,0.55,0.5,78
4.92,2.067,4.039,4.1,1.181,0.611,0.153,5.017,0.095,0.5,44
4.639,2.583,5.299,4.103,1.267,0.381,0.142,6.229,0.186,7.5,41
7.07,6.555,7.093,89.07,34.49,0.493,0.158,35.24,0.751,15.0,70
7.07,2.05,8.28,3.64,26.83,10.11,0.2,37.24,0.17,0.5,71
5.95,3.22,60.86,7.0,6.48,0.9,0.58,8.05,0.21,3.0,77
4.51,1.1,4.41,1.67,0.46,0.12,0.045,1.53,0.18,15.0,37
5.49,2.91,6.054,9.758,6.02,2.644,0.095,9.475,0.187,7.5,59
5.01,0.982,1.935,3.693,0.25,0.325,0.045,2.935,0.063,0.5,42
5.51,6.1,39.54,4.24,5.25,1.42,0.71,7.51,0.22,0.5,83
4.77,16.55,7.96,4.91,1.08,0.33,0.32,4.68,0.26,0.5,54
4.58,0.98,3.892,4.625,0.299,0.071,0.092,1.41,0.11,3.0,37
4.58,3.9,73.29,25.17,2.94,0.45,0.79,11.22,0.59,0.5,66
5.14,8.916,5.922,6.611,1.373,0.542,0.213,5.863,0.133,0.5,57
5.92,1.61,1.935,6.0,4.04,1.2,0.13,5.44,0.29,0.5,61
6.53,2.12,15.29,2.11,7.91,2.82,0.43,11.27,0.13,0.5,77
6.38,1.908,5.974,3.2,6.624,4.104,0.39,11.25,0.133,0.5,74
4.41,3.02,2.02,9.83,0.63,0.75,0.11,4.17,0.17,15.0,36
5.13,2.24,55.05,5.71,6.89,1.14,0.12,9.19,0.34,0.5,64
7.15,2.74,21.97,5.94,13.67,0.83,0.045,14.64,0.18,0.5,64
6.18,4.189,54.12,4.195,12.57,1.184,0.21,14.08,0.727,15.0,80
7.62,2.07,93.31,4.9,14.11,2.53,1.32,18.05,0.34,0.5,79
6.22,1.02,1.935,3.14,8.89,4.43,0.24,13.72,0.14,0.5,73
4.53,2.47,4.38,7.6,1.56,0.43,0.15,9.38,0.16,3.0,41
8.11,0.687,55.56,12.4,63.61,2.374,0.461,66.73,0.627,0.5,70
5.54,11.41,6.51,1.15,2.67,0.66,0.28,3.69,0.11,0.5,64
5.62,1.823,39.61,20.27,11.61,1.751,0.128,13.63,0.379,0.5,73
6.85,1.16,5.02,1.38,8.04,3.83,0.14,12.08,0.12,0.5,70
5.92,6.849,9.211,2.93,7.755,1.564,0.517,10.01,0.21,0.5,81
7.48,2.09,8.403,8.2,57.57,1.48,0.18,59.34,0.63,0.5,64
6.37,1.45,22.46,17.24,6.79,3.17,0.18,10.31,0.33,0.5,77
5.47,2.69,2.28,7.3,9.78,7.73,0.34,18.26,0.39,15.0,74
5.5,5.75,55.92,7.91,4.46,0.93,0.79,6.42,0.45,0.5,81
6.9,2.424,17.93,2.8,10.89,3.081,0.225,14.63,0.189,0.5,76
6.74,1.43,26.92,19.83,8.46,3.54,0.17,12.56,0.44,0.5,79
5.29,7.17,20.37,5.87,3.59,0.33,0.18,5.35,0.23,7.5,66
4.53,1.69,1.935,9.65,0.56,0.1,0.045,2.09,0.22,15.0,37
6.3,0.494,23.2,1.991,2.54,1.332,0.101,4.074,0.06,0.5,60
6.39,3.26,12.75,1.41,18.59,8.77,0.45,27.92,0.18,3.0,86
6.14,1.032,68.91,12.16,15.1,10.7,0.11,26.2,0.224,0.5,81
5.75,8.136,10.14,9.972,7.143,1.839,0.162,9.386,0.185,0.5,75
6.45,5.606,17.44,124.1,7.151,6.168,0.249,13.67,2.971,0.5,74
7.01,2.825,316.3,42.42,17.36,6.332,2.783,26.8,2.171,7.5,76
5.36,14.31,38.24,12.03,3.44,0.79,0.19,5.4,0.32,0.5,69
6.51,4.19,63.37,12.09,9.05,3.97,1.81,15.03,0.33,3.0,93
5.3,2.22,3.98,19.41,0.29,0.15,0.13,1.61,0.06,0.5,42
5.81,26.69,95.51,16.02,11.0,5.057,1.286,17.4,2.524,0.5,92
4.54,1.442,5.938,4.337,2.623,0.329,0.045,7.186,0.15,7.5,44
4.54,8.478,5.871,5.406,0.68,0.164,0.179,4.87,0.093,0.5,48
6.19,1.679,5.67,3.408,5.049,1.862,0.508,7.769,0.216,0.5,69
4.8,2.17,7.27,3.64,0.56,0.27,0.15,3.72,0.15,0.5,37
5.38,3.34,1.935,6.202,3.1,0.93,0.22,4.58,0.223,3.0,42
5.22,2.332,49.35,1.517,8.61,1.303,0.092,10.63,0.323,0.5,70
5.33,1.124,6.12,18.6,1.41,0.873,0.045,3.209,0.164,0.5,42
8.24,1.05,31.76,98.66,28.72,2.94,0.32,33.17,1.7,0.5,65
4.89,1.58,1.935,2.29,4.78,1.49,0.28,17.17,0.21,0.5,61
6.26,1.662,1.935,2.092,12.96,5.412,0.253,19.08,0.197,0.5,76
6.01,12.5,8.67,10.68,13.34,2.742,0.777,17.15,0.549,0.5,90
4.87,1.28,1.48,4.26,0.84,0.29,0.09,2.48,0.12,0.5,37
5.97,18.24,5.73,10.03,6.19,2.89,0.65,9.83,0.26,0.5,83
6.66,1.88,8.88,6.202,3.18,0.97,0.25,4.5,0.21,0.5,53
5.22,16.72,6.603,4.994,1.063,0.282,0.196,3.296,0.131,0.5,56
5.31,39.3,236.2,106.1,22.14,8.399,0.975,32.42,3.304,0.5,87
5.45,10.6,10.06,10.74,3.11,1.24,0.61,6.58,0.24,3.0,75
4.58,2.09,1.34,4.91,1.16,0.35,0.11,3.97,0.29,0.5,37
7.37,1.71,44.54,17.79,21.29,6.32,0.34,28.62,0.35,0.5,82
5.17,7.238,3.569,3.038,2.059,0.665,0.459,4.636,0.177,0.5,59
5.77,7.637,55.4,34.73,10.52,2.665,0.456,14.7,1.229,0.5,87
5.62,17.95,9.65,2.77,1.09,0.77,0.34,2.34,0.14,0.5,64
8.8,1.48,0.645,19.18,49.92,2.83,0.5,53.73,0.69,0.5,62
4.19,14.38,3.249,3.409,4.979,1.788,0.092,8.85,1.562,0.5,52
5.21,8.001,4.518,6.294,4.567,1.428,0.585,7.105,0.555,0.5,70
4.92,8.337,144.9,20.51,2.055,0.29,0.251,5.325,0.241,0.5,63
6.75,0.98,21.98,4.93,5.4,3.08,0.12,8.68,0.11,0.5,70
4.94,1.9,1.935,1.5,0.295,0.1,0.045,3.67,0.04,7.5,37
4.34,2.31,6.032,26.96,0.757,0.421,0.197,2.938,0.824,0.5,33
7.62,8.759,11.75,9.074,16.26,1.129,0.045,17.45,0.636,7.5,69
5.42,0.816,10.74,11.77,6.015,1.796,0.137,8.963,0.751,3.0,57
5.25,2.115,3.571,9.41,1.642,0.206,0.045,2.395,0.244,0.5,42
7.09,0.757,15.41,1.178,2.784,0.581,0.045,3.53,0.119,3.0,48
5.75,2.93,4.88,3.75,11.06,4.32,0.45,15.88,0.3,0.5,79
6.17,0.868,115.2,4.1,3.481,1.028,0.045,4.64,0.111,3.0,62
4.74,0.81,12.26,4.69,0.41,0.16,0.045,3.09,0.12,0.5,40
4.44,2.838,58.44,6.589,2.143,0.865,0.42,5.024,0.534,0.5,51
5.82,15.56,5.375,4.8,8.2,0.933,1.198,10.47,0.362,3.0,82
4.9,1.94,1.935,3.68,0.83,0.51,0.26,6.55,0.09,0.5,44
4.79,3.5,3.104,4.774,1.759,0.205,0.108,6.14,0.129,15.0,45
6.06,0.796,4.726,5.0,2.327,0.892,0.045,3.664,0.203,0.5,50
5.61,2.738,7.411,5.491,6.794,2.799,0.878,10.59,0.265,3.0,76
5.22,2.281,44.41,12.51,1.116,0.267,0.096,3.602,0.086,0.5,50
4.78,1.52,0.645,6.0,1.83,0.43,0.12,8.72,0.11,0.5,41
6.95,2.804,31.75,5.978,19.42,12.77,0.144,32.62,0.171,0.5,79
7.59,3.998,141.7,5.1,14.64,4.91,1.73,21.54,0.499,0.5,83
4.93,1.84,16.72,1.7,0.56,0.21,0.045,2.61,0.1,0.5,40
4.82,10.08,302.0,189.9,8.423,3.392,0.96,13.5,4.639,0.5,79
6.57,7.96,86.65,9.18,22.34,4.23,0.49,27.19,0.62,0.5,93
5.099,3.675,1.935,3.716,2.391,0.362,0.201,8.17,0.077,0.5,56
6.0,2.92,6.98,7.88,2.92,1.22,0.36,4.64,0.39,0.5,60
6.26,2.45,39.73,7.7,14.42,1.4,0.12,15.96,0.18,7.5,76
5.49,20.71,3.633,8.099,3.046,1.265,0.72,5.118,0.184,3.0,72
6.97,2.276,3.599,2.665,25.05,8.96,0.206,34.53,1.051,0.5,71
6.5,3.838,7.443,7.01,13.06,3.947,0.156,17.21,0.161,7.5,80
7.95,1.69,30.52,16.54,26.73,1.34,0.25,28.5,0.99,0.5,67
4.93,4.87,1.935,8.799,0.25,0.1,0.125,3.561,0.125,0.5,41
4.42,2.67,1.7,18.98,0.38,0.2,0.2,3.67,0.22,0.5,35
4.57,3.379,237.0,49.24,1.248,0.555,0.045,3.075,0.462,0.5,49
7.5,2.918,18.99,5.288,24.06,10.71,0.469,35.44,0.475,0.5,77
5.43,7.016,6.396,12.21,4.889,1.052,1.002,7.818,0.634,0.5,70
5.46,10.91,23.17,7.88,8.95,1.75,0.79,11.88,0.82,0.5,85
5.04,5.47,57.64,11.85,0.66,0.2,0.12,2.25,0.17,0.5,58
7.2,2.38,5.53,4.31,20.0,7.04,0.42,27.58,0.2,0.5,74
4.96,4.981,11.06,14.99,4.945,0.411,0.236,7.6,0.302,3.0,57
5.059,2.874,7.566,8.974,3.698,0.948,0.281,6.019,0.263,0.5,52
4.95,16.31,85.3,11.12,6.898,1.689,1.871,14.57,0.511,3.0,80
5.89,3.144,2.807,4.061,7.338,3.084,0.156,10.65,0.146,0.5,75
4.21,3.84,0.71,6.202,0.56,0.24,0.1,6.45,0.223,0.5,30
5.5,1.018,34.2,3.076,1.797,0.647,0.256,2.738,0.065,0.5,56
4.75,3.347,6.217,2.696,0.853,0.102,0.099,2.821,0.106,3.0,41
5.34,6.28,9.45,14.89,2.33,0.79,0.56,4.01,0.57,0.5,59
6.31,1.83,5.01,4.1,9.85,3.15,0.14,13.21,0.14,3.0,70
6.6,1.59,14.15,2.784,17.4,8.04,0.335,26.01,0.157,0.5,82
5.9,2.59,23.57,5.77,3.64,2.03,0.89,6.67,0.19,3.0,75
4.74,1.75,1.935,13.02,0.295,0.1,0.045,2.98,0.11,7.5,37
5.74,1.375,9.073,5.263,2.834,2.046,0.314,5.294,0.323,0.5,67
5.38,2.472,44.55,7.295,2.842,0.438,0.312,5.818,0.137,0.5,63
5.48,5.579,32.12,2.845,9.177,1.745,0.624,12.02,0.671,7.5,82
6.08,8.939,1.751,2.702,4.792,1.182,0.182,6.26,0.186,3.0,72
4.32,3.965,2.369,7.259,1.082,0.116,0.125,7.845,0.096,0.5,40
4.76,18.61,34.98,42.41,3.911,1.256,0.132,7.237,1.29,15.0,60
5.11,5.1,6.43,6.99,1.95,0.3,0.19,5.28,0.16,15.0,57
5.2,2.371,6.668,2.031,1.78,0.265,0.045,3.431,0.098,0.5,42
5.92,5.023,11.93,4.807,6.888,3.639,0.163,10.7,0.214,0.5,82
4.86,1.784,1.935,44.49,0.25,0.241,0.045,4.268,0.1,0.5,37
7.79,2.386,70.05,7.975,15.64,6.414,0.323,22.52,0.196,0.5,77
5.37,2.47,11.52,3.82,0.56,0.29,0.045,2.24,0.06,7.5,45
4.5,2.21,1.65,4.86,1.09,0.33,0.29,5.76,0.22,0.5,44
4.96,7.916,3.002,4.212,1.94,0.617,0.045,4.301,0.118,0.5,45
4.87,4.55,5.64,9.12,1.55,0.5,0.17,5.97,0.19,0.5,48
6.01,6.53,54.32,16.23,8.162,4.474,0.495,14.0,0.701,0.5,90
7.09,1.802,94.41,4.892,12.9,1.893,0.546,15.48,0.357,0.5,81
5.94,16.65,13.24,6.654,9.069,1.216,0.238,7.51,0.349,0.5,72
6.62,1.29,31.11,3.16,5.25,0.57,0.045,5.97,0.17,0.5,63
4.33,3.915,244.5,4.37,0.636,0.143,0.045,3.602,0.065,0.5,44
5.23,1.868,1.91,3.058,0.661,0.143,0.108,1.951,0.113,0.5,42
4.98,2.23,1.935,21.16,0.295,0.2,0.045,1.87,0.06,3.0,37
8.26,1.33,29.97,8.49,19.4,6.92,0.54,27.18,0.23,0.5,72
7.04,0.76,55.53,6.6,6.86,1.51,0.39,8.83,0.24,0.5,70
4.3,1.79,0.645,3.2,0.3,0.18,0.1,7.75,0.16,0.5,36
6.91,1.277,6.699,3.02,0.25,0.1,0.045,1.02,0.154,0.5,47
4.95,1.22,14.87,2.94,5.37,1.36,0.1,8.01,0.15,0.5,54
4.87,1.187,1.935,2.951,0.556,0.48,0.045,5.331,0.05,0.5,41
5.58,7.46,11.89,16.73,5.04,1.18,0.56,6.91,0.16,7.5,80
7.96,2.032,11.32,4.672,35.96,13.27,0.363,49.99,0.33,7.5,72
6.64,2.772,1.935,3.665,11.23,1.308,0.045,17.27,0.21,0.5,70
5.28,8.84,10.56,7.17,3.94,0.86,0.27,6.06,0.31,0.5,63
5.13,2.2,1.935,1.824,2.144,0.1,0.111,5.112,0.089,0.5,49
6.16,15.15,331.8,49.6,12.01,2.467,2.419,17.04,1.934,3.0,95
7.52,0.9,44.92,3.75,5.37,1.2,0.28,6.89,0.24,3.0,62
4.59,0.81,7.449,13.6,0.415,0.225,0.097,1.843,0.17,0.5,37
5.29,1.36,27.61,2.72,2.53,1.03,0.16,4.1,0.25,0.5,58
7.61,2.6,68.8,3.22,16.75,3.1,0.46,20.64,0.71,0.5,75
6.56,6.59,27.01,9.27,14.51,1.43,0.68,16.81,0.31,0.5,92
6.62,1.59,1.935,5.44,10.32,6.03,0.045,16.56,0.08,15.0,73
5.4,1.62,1.935,1.682,7.0,2.57,0.14,12.55,0.096,3.0,63
5.25,1.611,1.935,2.964,1.429,0.372,0.148,3.741,0.085,0.5,42
4.78,2.327,27.22,8.101,1.922,0.66,0.417,4.697,0.285,15.0,49
4.78,1.05,13.7,7.72,1.77,0.75,0.12,3.71,0.28,0.5,40
4.13,1.86,1.53,9.44,0.34,0.11,0.045,2.02,0.26,0.5,32
5.42,2.4,14.78,7.02,4.51,3.1,0.19,8.94,0.15,15.0,65
6.06,2.707,1.935,12.47,36.89,5.05,0.397,42.69,0.415,0.5,79
5.95,3.002,60.82,7.417,3.594,0.585,0.045,5.422,0.707,0.5,64
5.39,4.65,15.41,10.81,11.77,1.65,0.22,14.29,0.2,0.5,72
7.85,9.261,28.89,4.971,17.74,0.721,0.12,18.63,0.74,3.0,68
4.019,7.562,9.288,6.561,2.012,0.52,0.576,14.46,0.449,0.5,59
5.79,2.889,4.906,10.32,3.315,0.949,0.339,4.898,0.221,0.5,56
6.11,1.49,1.847,4.016,19.94,3.082,0.332,23.57,0.241,0.5,79
5.42,6.35,1.935,8.004,0.863,0.454,0.1,3.308,0.078,0.5,50
4.52,4.81,4.79,9.75,0.56,0.38,0.2,4.84,0.29,3.0,44
5.019,6.604,139.3,8.685,1.452,0.347,0.124,3.191,0.419,0.5,58
5.62,1.38,8.28,23.14,4.41,1.64,0.17,6.37,0.47,0.5,64
5.55,1.43,8.62,29.62,4.74,2.0,0.19,7.79,0.86,0.5,62
5.2,1.43,1.935,15.2,0.295,0.22,0.045,1.39,0.1,0.5,42
5.51,1.266,1.935,2.5,1.08,0.33,0.045,1.64,0.059,0.5,47
5.74,2.6,7.88,187.85,12.62,13.48,0.52,27.45,2.54,15.0,73
5.71,9.38,7.19,17.48,8.45,1.76,0.85,11.18,0.41,0.5,83
5.34,5.112,46.1,9.199,6.942,1.223,1.871,10.41,1.295,0.5,79
4.93,1.925,428.0,35.72,7.725,1.983,0.574,10.98,1.201,0.5,66
5.78,14.14,32.32,31.44,12.86,2.57,0.65,16.21,0.76,0.5,96
7.06,2.4,12.9,5.13,14.19,6.1,0.59,21.05,0.3,3.0,79
5.7,11.56,5.49,11.97,1.316,0.271,0.104,1.76,0.212,3.0,58
8.61,0.346,10.68,4.856,15.25,0.527,0.092,16.41,0.661,0.5,52
4.54,3.05,1.935,8.53,0.56,0.1,0.045,2.6,0.19,0.5,41
5.5,26.83,1.384,7.237,4.754,1.058,0.985,6.831,0.586,0.5,78
7.04,0.613,24.22,1.428,1.863,0.482,0.232,2.678,0.202,0.5,51
6.45,0.92,12.17,5.576,2.614,0.061,0.169,2.911,0.156,0.5,56
6.51,3.26,69.64,5.175,17.37,7.154,0.32,24.92,0.207,7.5,91
4.67,1.81,2.54,11.54,0.29,0.37,0.09,7.06,0.12,7.5,41
4.93,1.337,1.935,3.472,1.301,0.366,0.045,2.789,0.175,0.5,37
5.54,1.33,25.22,0.57,9.14,1.3,0.1,10.63,0.1,0.5,73
4.94,1.351,3.726,2.212,3.213,0.809,0.114,6.93,0.153,0.5,44
6.72,2.205,19.84,2.527,6.284,0.854,0.365,7.604,0.255,0.5,66
5.06,12.22,6.54,3.57,1.88,0.49,0.22,3.88,0.61,0.5,54
5.81,1.364,14.5,2.115,6.329,1.264,0.362,8.057,0.253,0.5,70
6.08,6.65,14.09,9.12,18.24,4.72,0.64,23.71,0.44,3.0,92
6.31,9.1,60.91,151.51,19.71,6.01,1.47,31.43,2.56,0.5,89
5.36,1.9,7.956,11.8,3.522,1.484,0.412,5.676,0.387,0.5,59
